Severity,Start_Time,Weather_Condition,Visibility(mi),Temperature(F),Humidity(%),Pressure(in),Wind_Speed(mph),State,End_Time
2,2022-10-04 12:07:00,Thunderstorm,1.9,88.4,60.0,28.48,27.8,TX,2022-10-04 13:09:00
4,2022-06-14 21:54:00,Fog,9.3,30.9,55.8,30.46,16.6,NC,2022-06-14 22:46:00
1,2022-07-21 17:17:00,Cloudy,7.7,54.8,80.9,29.73,13.4,NY,2022-07-21 18:09:00
3,2022-07-17 02:17:00,Cloudy,4.9,82.0,76.6,28.28,29.0,FL,2022-07-17 03:18:00
2,2022-06-25 16:57:00,Rain,6.9,35.5,46.3,29.95,13.9,CA,2022-06-25 18:39:00
4,2022-08-20 10:05:00,Fog,9.0,69.7,28.2,29.28,19.2,CA,2022-08-20 10:19:00
3,2022-01-18 16:54:00,Smoke,1.5,60.0,41.2,30.43,11.2,GA,2022-01-18 18:12:00
1,2022-09-27 14:27:00,Fog,2.7,31.2,30.5,30.76,19.1,TX,2022-09-27 14:49:00
4,2022-09-18 07:22:00,Thunderstorm,5.5,46.5,43.6,29.8,21.6,CA,2022-09-18 08:34:00
2,2022-09-17 12:24:00,Thunderstorm,8.0,49.9,40.9,30.19,18.7,TX,2022-09-17 13:15:00
3,2022-10-01 15:31:00,Snow,0.6,37.8,71.0,28.17,15.4,FL,2022-10-01 16:26:00
2,2022-07-14 23:50:00,Smoke,9.8,74.2,96.4,29.68,9.0,NY,2022-07-15 00:35:00
1,2022-03-27 22:57:00,Cloudy,4.7,47.0,74.9,30.27,19.3,NC,2022-03-28 00:25:00
3,2022-07-27 23:19:00,Clear,3.7,49.4,94.1,29.49,27.3,OH,2022-07-27 23:59:00
1,2022-04-03 17:01:00,Thunderstorm,3.1,92.9,82.7,29.78,0.2,IL,2022-04-03 17:37:00
1,2022-07-31 04:14:00,Rain,1.9,62.7,78.2,30.7,4.0,IL,2022-07-31 04:33:00
4,2022-09-14 15:26:00,Rain,8.0,57.4,53.1,28.59,3.6,PA,2022-09-14 15:34:00
2,2022-09-16 09:18:00,Rain,9.6,80.7,46.0,28.29,27.7,CA,2022-09-16 10:57:00
3,2022-03-25 07:35:00,Haze,4.3,93.7,87.7,30.07,19.9,PA,2022-03-25 08:03:00
1,2022-09-03 08:50:00,Smoke,9.5,31.8,92.4,30.47,28.6,PA,2022-09-03 09:58:00
1,2022-09-12 10:18:00,Smoke,8.3,61.4,56.2,30.55,17.5,IL,2022-09-12 11:29:00
3,2022-02-23 20:07:00,Thunderstorm,4.9,72.8,20.7,29.92,13.9,MI,2022-02-23 21:01:00
1,2022-08-31 06:08:00,Thunderstorm,6.8,52.3,83.4,30.5,23.8,NC,2022-08-31 07:24:00
4,2022-10-28 10:01:00,Rain,4.5,84.1,42.8,30.1,4.8,MI,2022-10-28 10:21:00
4,2022-04-26 23:11:00,Smoke,5.7,98.0,20.8,28.26,11.4,MI,2022-04-26 23:49:00
4,2022-03-09 07:52:00,Smoke,0.8,96.0,84.4,30.29,14.0,IL,2022-03-09 09:36:00
4,2022-08-20 10:20:00,Thunderstorm,7.0,48.6,61.4,28.54,9.0,NC,2022-08-20 10:58:00
1,2022-11-20 11:26:00,Haze,0.7,45.8,74.8,28.71,11.1,MI,2022-11-20 13:01:00
3,2022-10-29 02:43:00,Clear,8.2,97.0,93.2,29.18,2.3,OH,2022-10-29 03:45:00
3,2022-02-01 22:55:00,Clear,8.3,62.1,63.3,28.94,5.9,FL,2022-02-01 23:27:00
3,2022-03-13 10:37:00,Snow,2.5,44.6,60.3,28.96,10.1,NC,2022-03-13 12:00:00
3,2022-07-12 16:43:00,Smoke,3.4,79.5,43.3,28.51,23.9,MI,2022-07-12 17:24:00
2,2022-12-30 07:25:00,Cloudy,4.9,49.9,44.4,28.88,5.5,OH,2022-12-30 08:58:00
3,2022-10-01 13:22:00,Clear,6.0,48.7,83.7,28.06,10.4,NY,2022-10-01 14:29:00
2,2022-12-11 23:13:00,Snow,3.0,91.5,55.9,29.42,1.9,NC,2022-12-11 23:43:00
2,2022-09-29 23:50:00,Fog,6.0,41.4,33.1,30.31,16.7,PA,2022-09-30 00:10:00
4,2022-10-27 19:39:00,Cloudy,3.1,34.5,27.6,30.59,18.3,NC,2022-10-27 20:01:00
2,2022-07-19 12:27:00,Smoke,0.7,48.8,57.8,30.46,26.0,NY,2022-07-19 14:21:00
1,2022-07-29 13:23:00,Clear,0.2,72.5,57.2,29.25,24.6,MI,2022-07-29 13:37:00
2,2022-07-10 11:10:00,Haze,1.2,38.6,72.3,30.19,8.6,TX,2022-07-10 12:12:00
4,2022-01-29 05:13:00,Fog,8.0,63.0,57.7,28.86,4.1,NC,2022-01-29 05:40:00
2,2022-05-25 22:46:00,Snow,9.6,73.9,31.5,28.17,4.7,MI,2022-05-26 00:46:00
1,2022-01-03 07:17:00,Clear,4.4,89.4,60.6,30.03,29.1,NY,2022-01-03 08:53:00
1,2022-08-02 06:44:00,Smoke,5.2,46.1,92.5,29.95,20.2,TX,2022-08-02 07:45:00
1,2022-11-03 03:27:00,Clear,1.6,87.2,32.8,30.4,1.3,OH,2022-11-03 03:43:00
4,2022-09-13 05:08:00,Thunderstorm,5.6,46.4,75.2,29.85,4.1,OH,2022-09-13 06:56:00
4,2022-11-11 06:38:00,Fog,1.6,77.4,67.5,28.47,14.6,IL,2022-11-11 08:10:00
3,2022-07-12 19:28:00,Clear,6.2,60.1,79.9,30.56,6.2,IL,2022-07-12 21:21:00
4,2022-10-19 13:56:00,Rain,9.3,38.0,32.0,29.88,24.1,GA,2022-10-19 14:41:00
1,2022-08-10 21:32:00,Haze,2.1,80.0,95.3,30.42,17.2,PA,2022-08-10 23:02:00
1,2022-05-28 11:29:00,Thunderstorm,7.7,45.2,69.7,30.32,18.4,CA,2022-05-28 12:18:00
4,2022-01-19 18:43:00,Thunderstorm,0.4,42.4,87.8,28.89,13.9,NY,2022-01-19 20:18:00
2,2022-01-24 08:35:00,Clear,3.9,55.1,39.7,28.22,7.7,CA,2022-01-24 08:48:00
4,2022-05-27 02:27:00,Haze,1.3,75.7,79.2,28.53,17.7,IL,2022-05-27 03:42:00
4,2022-02-26 00:51:00,Thunderstorm,3.7,46.4,82.5,28.28,21.5,IL,2022-02-26 02:05:00
1,2022-12-14 00:50:00,Cloudy,1.9,42.9,51.8,28.73,11.1,NY,2022-12-14 01:32:00
3,2022-03-07 05:44:00,Fog,3.9,30.7,50.7,29.38,15.1,NC,2022-03-07 07:43:00
1,2022-11-13 12:36:00,Cloudy,4.3,63.0,72.6,30.72,25.2,GA,2022-11-13 13:19:00
3,2022-12-25 00:58:00,Snow,3.1,60.0,27.5,30.62,4.5,MI,2022-12-25 02:51:00
1,2022-01-28 05:56:00,Cloudy,6.6,46.4,78.8,30.16,16.4,FL,2022-01-28 06:21:00
4,2022-07-04 22:14:00,Haze,9.2,33.8,23.4,28.07,10.5,IL,2022-07-04 23:50:00
1,2022-09-17 09:13:00,Rain,4.1,60.0,35.2,29.02,21.1,PA,2022-09-17 10:48:00
1,2022-03-21 23:00:00,Thunderstorm,2.1,85.2,73.1,30.05,0.6,IL,2022-03-22 00:34:00
1,2022-05-03 05:13:00,Haze,2.9,80.1,27.9,28.39,20.1,GA,2022-05-03 06:39:00
4,2022-11-25 04:25:00,Thunderstorm,8.6,90.3,97.7,30.4,3.1,IL,2022-11-25 04:52:00
4,2022-08-22 05:14:00,Smoke,5.8,30.7,89.5,30.74,1.9,GA,2022-08-22 07:00:00
4,2022-07-25 19:39:00,Rain,4.7,97.6,70.1,29.06,21.7,MI,2022-07-25 20:30:00
4,2022-05-26 20:47:00,Thunderstorm,1.7,53.9,85.5,30.12,19.2,MI,2022-05-26 21:57:00
3,2022-07-18 16:20:00,Cloudy,4.6,99.3,91.0,28.44,26.8,FL,2022-07-18 16:53:00
3,2022-02-14 08:39:00,Smoke,2.9,47.7,40.8,30.07,15.6,IL,2022-02-14 08:59:00
2,2022-09-16 15:34:00,Smoke,9.4,63.0,88.0,28.06,15.9,NY,2022-09-16 16:04:00
4,2022-06-14 18:28:00,Snow,8.9,54.8,35.6,28.45,21.2,PA,2022-06-14 20:14:00
3,2022-11-29 20:00:00,Smoke,1.0,54.9,53.1,30.13,9.7,FL,2022-11-29 20:22:00
1,2022-12-19 12:56:00,Smoke,5.3,89.0,64.7,30.14,1.1,MI,2022-12-19 13:31:00
4,2022-08-02 09:08:00,Clear,2.4,82.2,77.1,29.92,6.9,NY,2022-08-02 10:54:00
2,2022-08-07 17:01:00,Rain,4.2,99.5,22.4,29.43,7.1,NY,2022-08-07 18:09:00
2,2022-10-31 12:03:00,Cloudy,8.8,72.9,43.2,30.02,10.1,IL,2022-10-31 12:11:00
2,2022-04-15 17:43:00,Haze,5.4,62.4,68.7,30.32,28.3,PA,2022-04-15 18:34:00
1,2022-03-26 17:46:00,Cloudy,3.5,36.3,48.6,30.9,24.1,TX,2022-03-26 19:01:00
3,2022-01-22 00:30:00,Cloudy,2.2,99.8,82.0,30.67,28.1,MI,2022-01-22 01:48:00
1,2022-06-11 18:11:00,Clear,8.0,68.6,72.1,30.38,30.0,GA,2022-06-11 19:03:00
4,2022-02-15 06:24:00,Fog,6.3,79.0,38.8,30.08,13.0,NY,2022-02-15 07:28:00
2,2022-12-19 10:52:00,Thunderstorm,4.8,58.5,31.7,29.72,6.8,OH,2022-12-19 12:39:00
1,2022-08-05 11:41:00,Thunderstorm,2.3,68.3,70.3,28.36,16.8,OH,2022-08-05 12:56:00
1,2022-01-03 12:26:00,Haze,3.5,96.0,56.0,28.5,26.4,MI,2022-01-03 12:47:00
3,2022-12-11 00:35:00,Smoke,9.6,41.6,33.5,30.46,14.0,TX,2022-12-11 01:58:00
3,2022-05-25 12:57:00,Snow,5.3,50.5,46.1,30.41,15.2,OH,2022-05-25 14:55:00
2,2022-04-11 07:34:00,Haze,4.1,40.6,44.2,29.84,4.0,CA,2022-04-11 07:50:00
1,2022-10-31 02:02:00,Fog,5.3,85.5,28.7,29.32,12.6,TX,2022-10-31 02:15:00
1,2022-08-26 04:04:00,Thunderstorm,7.8,34.3,63.8,28.08,11.6,IL,2022-08-26 04:48:00
3,2022-06-26 10:03:00,Snow,3.5,35.7,81.1,28.98,10.6,GA,2022-06-26 10:58:00
1,2022-11-18 11:27:00,Haze,2.0,50.9,66.0,29.26,26.6,OH,2022-11-18 13:03:00
1,2022-09-27 16:13:00,Snow,5.9,66.0,86.1,29.46,1.8,FL,2022-09-27 17:50:00
1,2022-06-29 05:12:00,Cloudy,6.7,58.4,30.2,30.79,29.2,MI,2022-06-29 06:18:00
3,2022-03-18 10:44:00,Rain,7.2,33.1,54.8,28.33,0.2,NC,2022-03-18 11:56:00
2,2022-08-29 04:36:00,Cloudy,8.8,97.0,68.8,29.56,28.4,IL,2022-08-29 05:33:00
4,2022-11-25 11:26:00,Clear,3.8,96.7,74.1,29.1,16.4,FL,2022-11-25 13:09:00
2,2022-08-26 07:01:00,Smoke,0.9,49.6,75.7,30.97,21.1,OH,2022-08-26 07:58:00
4,2022-02-21 02:08:00,Thunderstorm,9.6,81.2,78.3,30.59,5.6,NY,2022-02-21 03:58:00
1,2022-02-10 16:00:00,Snow,4.5,70.5,72.1,29.32,19.6,CA,2022-02-10 17:18:00
2,2022-04-14 09:06:00,Haze,6.3,46.6,27.5,31.0,26.5,IL,2022-04-14 09:20:00
4,2022-04-15 19:53:00,Smoke,6.7,48.4,75.6,29.54,4.2,GA,2022-04-15 20:14:00
3,2022-06-06 23:04:00,Rain,5.6,64.4,78.0,28.5,3.8,NY,2022-06-06 23:49:00
3,2022-05-06 12:55:00,Haze,2.2,59.3,99.5,29.67,9.1,OH,2022-05-06 14:22:00
2,2022-03-05 09:28:00,Thunderstorm,7.6,50.4,75.5,28.68,4.9,GA,2022-03-05 09:42:00
2,2022-11-24 13:18:00,Snow,8.1,86.5,74.9,29.91,3.3,NC,2022-11-24 14:20:00
1,2022-09-22 16:44:00,Snow,5.6,63.7,61.2,30.81,20.3,NC,2022-09-22 17:48:00
2,2022-01-10 23:50:00,Cloudy,5.0,75.8,89.4,30.36,6.4,IL,2022-01-11 01:22:00
1,2022-12-12 13:39:00,Rain,1.3,43.2,99.7,28.82,20.0,PA,2022-12-12 14:50:00
1,2022-06-01 18:27:00,Rain,1.0,67.3,82.3,28.89,25.9,OH,2022-06-01 19:16:00
3,2022-06-07 22:36:00,Thunderstorm,3.5,52.3,69.0,28.21,19.6,MI,2022-06-07 22:57:00
3,2022-06-06 08:01:00,Snow,3.2,66.8,26.3,28.86,3.6,TX,2022-06-06 09:58:00
4,2022-06-24 08:23:00,Smoke,9.5,84.7,78.1,28.28,17.2,NC,2022-06-24 10:14:00
3,2022-01-18 00:22:00,Rain,7.9,83.8,76.7,29.5,11.8,CA,2022-01-18 02:06:00
3,2022-09-17 16:37:00,Rain,6.7,54.8,82.0,30.13,10.3,PA,2022-09-17 17:52:00
2,2022-06-08 13:00:00,Haze,5.3,78.6,30.0,30.25,9.6,PA,2022-06-08 14:26:00
3,2022-03-14 04:00:00,Thunderstorm,1.8,95.9,72.3,28.18,27.9,OH,2022-03-14 05:20:00
4,2022-08-28 12:32:00,Cloudy,9.8,73.8,43.7,29.02,22.3,TX,2022-08-28 13:00:00
2,2022-02-21 13:11:00,Haze,3.9,40.4,80.8,28.86,4.0,PA,2022-02-21 14:54:00
4,2022-02-21 02:46:00,Haze,1.2,77.6,39.2,28.31,14.3,PA,2022-02-21 03:07:00
3,2022-12-04 20:37:00,Fog,5.0,37.3,74.7,29.09,9.5,NC,2022-12-04 21:37:00
4,2022-07-30 23:26:00,Clear,8.8,91.0,43.6,28.9,29.3,GA,2022-07-31 00:35:00
2,2022-09-22 04:57:00,Fog,8.9,66.2,20.7,29.9,29.3,IL,2022-09-22 06:53:00
1,2022-06-07 21:29:00,Rain,0.3,57.0,70.7,30.65,9.6,OH,2022-06-07 21:41:00
4,2022-12-09 23:36:00,Snow,8.9,34.0,29.1,29.36,10.6,OH,2022-12-10 01:27:00
4,2022-04-19 19:28:00,Clear,2.9,56.7,72.7,30.24,18.0,IL,2022-04-19 19:48:00
2,2022-12-11 08:58:00,Clear,0.6,93.2,94.0,28.44,14.4,OH,2022-12-11 10:09:00
2,2022-07-09 19:26:00,Snow,8.5,31.5,97.5,30.68,6.4,FL,2022-07-09 19:50:00
4,2022-11-13 03:09:00,Clear,8.7,63.2,38.9,28.46,19.8,OH,2022-11-13 03:52:00
3,2022-04-23 18:43:00,Snow,6.0,95.2,84.7,28.58,10.0,PA,2022-04-23 19:09:00
4,2022-01-19 03:28:00,Clear,5.8,57.6,48.3,28.32,19.6,PA,2022-01-19 03:53:00
2,2022-01-22 21:56:00,Haze,8.2,60.0,92.0,28.93,11.5,TX,2022-01-22 22:42:00
1,2022-06-29 11:50:00,Smoke,7.9,70.5,83.0,29.66,21.0,TX,2022-06-29 13:25:00
1,2022-04-08 05:41:00,Thunderstorm,8.9,62.4,25.9,30.96,20.0,OH,2022-04-08 06:14:00
3,2022-12-26 04:00:00,Thunderstorm,5.6,41.8,52.6,30.38,15.3,CA,2022-12-26 04:49:00
4,2022-05-21 11:18:00,Fog,9.7,31.3,47.0,29.14,21.1,NC,2022-05-21 12:29:00
1,2022-06-13 20:23:00,Haze,10.0,72.7,82.8,29.73,13.8,FL,2022-06-13 22:22:00
4,2022-05-08 13:23:00,Clear,1.3,94.5,52.8,29.87,3.5,PA,2022-05-08 14:04:00
2,2022-08-07 22:48:00,Cloudy,8.5,37.4,74.8,30.47,5.5,FL,2022-08-08 00:41:00
1,2022-05-17 07:32:00,Snow,5.1,44.8,68.2,30.21,7.4,NC,2022-05-17 07:47:00
3,2022-05-06 07:07:00,Haze,4.0,55.9,98.1,29.71,1.9,MI,2022-05-06 07:44:00
2,2022-05-04 20:51:00,Clear,6.2,86.6,95.0,30.01,21.3,OH,2022-05-04 21:21:00
3,2022-09-14 05:06:00,Thunderstorm,0.7,48.8,54.2,30.24,11.0,CA,2022-09-14 06:32:00
2,2022-02-05 10:12:00,Thunderstorm,5.2,91.7,77.9,28.4,2.8,NY,2022-02-05 11:27:00
1,2022-04-01 09:53:00,Snow,8.7,33.8,86.4,28.6,24.6,IL,2022-04-01 10:33:00
3,2022-06-01 12:08:00,Cloudy,2.3,95.9,91.9,30.07,20.5,OH,2022-06-01 12:29:00
3,2022-04-13 21:38:00,Clear,4.4,69.3,25.5,30.55,13.6,OH,2022-04-13 23:03:00
2,2022-02-10 08:43:00,Clear,9.4,76.1,44.2,29.23,7.4,IL,2022-02-10 09:26:00
3,2022-03-19 15:45:00,Cloudy,4.4,55.7,45.6,30.94,4.6,CA,2022-03-19 17:08:00
2,2022-04-28 04:13:00,Cloudy,3.7,84.7,54.8,28.65,13.8,IL,2022-04-28 05:26:00
2,2022-06-06 05:30:00,Cloudy,4.5,41.7,33.5,29.25,26.6,IL,2022-06-06 05:46:00
2,2022-06-06 03:46:00,Thunderstorm,5.3,33.4,59.7,29.14,5.7,NY,2022-06-06 04:55:00
2,2022-04-15 18:22:00,Snow,6.4,57.7,73.1,30.79,17.1,PA,2022-04-15 19:49:00
1,2022-05-04 22:06:00,Haze,8.0,89.8,59.8,28.86,28.9,GA,2022-05-04 22:32:00
2,2022-05-06 19:03:00,Smoke,4.6,82.8,73.3,29.41,19.1,MI,2022-05-06 20:23:00
4,2022-07-26 05:16:00,Cloudy,8.2,66.2,25.3,28.56,13.2,IL,2022-07-26 06:35:00
3,2022-08-06 09:25:00,Snow,5.4,70.0,90.1,29.56,21.5,GA,2022-08-06 09:49:00
4,2022-02-11 19:06:00,Fog,3.5,39.1,95.1,30.57,24.7,IL,2022-02-11 19:32:00
1,2022-03-26 18:26:00,Clear,6.6,88.8,69.4,28.91,17.7,FL,2022-03-26 19:55:00
4,2022-09-29 04:28:00,Clear,7.2,85.1,90.5,30.43,26.2,GA,2022-09-29 05:52:00
3,2022-01-26 02:40:00,Smoke,5.7,76.0,30.5,30.73,15.4,NY,2022-01-26 04:17:00
4,2022-01-14 07:16:00,Smoke,0.8,62.6,83.8,28.22,24.9,FL,2022-01-14 09:16:00
1,2022-02-22 22:08:00,Rain,1.9,97.5,29.5,30.27,28.6,FL,2022-02-22 23:30:00
2,2022-11-25 14:36:00,Fog,3.0,91.5,52.6,28.77,15.0,PA,2022-11-25 15:24:00
4,2022-11-20 06:56:00,Haze,3.0,75.1,45.9,28.53,18.2,GA,2022-11-20 08:48:00
1,2022-11-16 07:42:00,Smoke,6.8,56.0,66.8,29.8,18.3,MI,2022-11-16 08:59:00
1,2022-06-10 13:46:00,Cloudy,0.4,73.3,44.1,30.12,23.4,IL,2022-06-10 13:56:00
3,2022-11-13 12:15:00,Cloudy,7.6,70.3,71.0,29.18,24.7,CA,2022-11-13 14:05:00
3,2022-11-07 17:01:00,Haze,2.8,57.6,49.4,28.12,0.8,CA,2022-11-07 18:56:00
4,2022-11-17 14:51:00,Thunderstorm,3.2,51.5,88.9,30.73,22.0,FL,2022-11-17 14:59:00
2,2022-07-31 19:27:00,Fog,5.4,58.5,70.7,30.19,23.5,PA,2022-07-31 19:42:00
1,2022-02-15 10:39:00,Cloudy,2.3,70.2,37.2,28.82,21.0,TX,2022-02-15 10:49:00
4,2022-05-28 21:46:00,Smoke,8.9,60.0,46.9,29.49,21.4,CA,2022-05-28 23:13:00
1,2022-05-18 00:06:00,Rain,1.0,48.5,87.8,28.08,1.2,OH,2022-05-18 01:49:00
1,2022-12-09 00:28:00,Snow,4.6,83.3,50.9,29.02,13.3,TX,2022-12-09 01:46:00
2,2022-01-21 16:17:00,Clear,8.5,67.2,62.9,29.57,24.5,GA,2022-01-21 16:55:00
2,2022-06-28 01:47:00,Fog,6.2,34.7,71.9,29.55,28.0,TX,2022-06-28 03:15:00
4,2022-10-20 03:01:00,Clear,3.1,55.8,47.8,28.62,6.9,CA,2022-10-20 03:32:00
2,2022-05-18 13:50:00,Snow,4.3,91.9,43.5,30.33,17.4,MI,2022-05-18 15:33:00
2,2022-08-31 14:25:00,Fog,7.1,82.9,58.0,28.9,24.1,TX,2022-08-31 15:43:00
4,2022-10-15 22:27:00,Smoke,9.7,52.6,37.2,29.74,22.6,TX,2022-10-15 23:25:00
2,2022-07-13 01:31:00,Snow,9.0,95.7,42.7,28.81,18.6,OH,2022-07-13 02:55:00
3,2022-04-11 22:18:00,Cloudy,3.6,35.4,25.0,29.28,0.6,CA,2022-04-11 23:44:00
1,2022-12-15 10:34:00,Haze,10.0,97.3,44.3,28.62,21.7,FL,2022-12-15 10:42:00
1,2022-10-22 17:49:00,Cloudy,0.2,47.2,45.7,29.9,23.2,IL,2022-10-22 18:57:00
1,2022-06-23 22:09:00,Smoke,0.5,30.6,96.9,29.28,21.7,OH,2022-06-24 00:07:00
1,2022-08-06 20:52:00,Haze,8.3,60.4,67.2,28.05,23.0,PA,2022-08-06 22:17:00
4,2022-04-28 14:37:00,Cloudy,2.2,55.1,83.0,28.08,12.9,GA,2022-04-28 15:51:00
1,2022-05-23 22:27:00,Snow,0.8,67.7,23.6,29.41,29.8,CA,2022-05-23 23:09:00
1,2022-05-21 21:58:00,Snow,2.5,85.8,28.5,28.55,23.1,OH,2022-05-21 23:25:00
1,2022-07-27 06:11:00,Snow,4.4,89.0,85.2,29.76,17.4,NC,2022-07-27 06:54:00
1,2022-08-26 19:04:00,Clear,7.4,58.1,69.9,29.22,28.0,OH,2022-08-26 20:10:00
3,2022-10-14 20:43:00,Smoke,6.3,60.1,35.3,29.96,27.2,PA,2022-10-14 21:19:00
1,2022-03-16 18:29:00,Snow,2.5,40.4,52.4,30.86,24.4,NC,2022-03-16 20:17:00
3,2022-04-21 09:58:00,Cloudy,5.1,33.3,63.1,29.59,16.9,NY,2022-04-21 11:46:00
4,2022-10-10 05:16:00,Rain,9.3,74.9,87.5,30.36,15.8,MI,2022-10-10 06:48:00
2,2022-06-20 17:27:00,Smoke,8.2,34.5,24.8,30.26,9.9,PA,2022-06-20 18:23:00
1,2022-06-08 00:24:00,Snow,3.4,81.4,67.7,30.77,7.5,PA,2022-06-08 01:07:00
2,2022-07-05 20:14:00,Rain,9.8,67.7,77.4,28.64,15.4,MI,2022-07-05 21:17:00
2,2022-06-07 23:07:00,Haze,7.1,43.9,98.2,30.48,17.3,FL,2022-06-07 23:21:00
4,2022-04-12 09:45:00,Cloudy,0.8,67.8,84.6,30.72,7.3,OH,2022-04-12 11:18:00
2,2022-12-22 16:17:00,Snow,0.5,42.8,42.1,29.18,27.7,CA,2022-12-22 16:29:00
3,2022-06-01 09:15:00,Clear,1.9,60.7,76.8,28.94,16.7,GA,2022-06-01 09:40:00
2,2022-07-23 16:33:00,Clear,7.3,86.0,81.1,30.86,15.8,GA,2022-07-23 17:34:00
2,2022-04-17 23:42:00,Haze,2.0,62.3,78.4,29.88,13.1,GA,2022-04-18 00:40:00
2,2022-08-23 21:26:00,Rain,5.2,40.4,85.6,29.14,1.7,NC,2022-08-23 22:32:00
1,2022-03-09 09:44:00,Thunderstorm,1.1,80.7,92.3,30.38,26.5,NY,2022-03-09 10:48:00
1,2022-10-05 07:46:00,Clear,9.2,43.1,27.9,28.91,9.5,PA,2022-10-05 08:17:00
3,2022-04-03 10:34:00,Smoke,3.6,81.7,28.4,28.53,19.3,OH,2022-04-03 11:22:00
3,2022-12-08 09:58:00,Clear,9.1,63.6,83.7,29.63,18.2,TX,2022-12-08 11:20:00
1,2022-08-25 07:21:00,Clear,9.5,61.8,40.2,29.7,17.5,PA,2022-08-25 07:44:00
3,2022-04-07 14:53:00,Cloudy,0.3,89.6,24.7,30.48,15.8,GA,2022-04-07 15:38:00
1,2022-07-26 14:35:00,Clear,4.7,79.6,52.1,29.37,5.4,NY,2022-07-26 16:30:00
4,2022-08-28 16:45:00,Fog,0.4,32.3,85.6,30.44,8.4,IL,2022-08-28 18:21:00
2,2022-10-15 12:21:00,Snow,9.1,50.7,30.1,28.93,15.7,GA,2022-10-15 13:06:00
2,2022-07-07 12:01:00,Haze,5.3,91.0,73.7,29.73,23.7,FL,2022-07-07 13:39:00
3,2022-10-21 23:27:00,Clear,0.9,31.3,20.3,28.63,13.0,PA,2022-10-22 01:22:00
1,2022-06-24 21:22:00,Thunderstorm,1.3,68.2,28.8,29.16,6.1,CA,2022-06-24 22:11:00
1,2022-09-01 13:22:00,Smoke,4.0,80.9,48.1,30.57,2.6,NY,2022-09-01 14:18:00
3,2022-08-28 06:52:00,Thunderstorm,9.4,73.5,26.7,28.65,19.9,PA,2022-08-28 07:13:00
1,2022-12-21 08:43:00,Clear,7.0,83.2,87.7,30.43,12.7,FL,2022-12-21 10:25:00
4,2022-12-23 00:16:00,Clear,8.7,80.8,89.1,28.85,3.8,CA,2022-12-23 01:08:00
2,2022-12-17 22:30:00,Fog,3.8,78.4,80.4,28.1,20.2,PA,2022-12-17 23:40:00
3,2022-08-23 03:24:00,Clear,0.6,87.5,39.4,28.33,6.2,FL,2022-08-23 04:40:00
3,2022-01-20 18:41:00,Clear,9.7,75.2,61.9,30.24,15.3,GA,2022-01-20 18:59:00
1,2022-04-06 16:55:00,Snow,0.4,58.2,34.7,28.79,9.2,OH,2022-04-06 17:40:00
3,2022-08-10 15:46:00,Thunderstorm,9.5,63.0,42.5,29.96,28.0,OH,2022-08-10 16:21:00
4,2022-02-04 08:36:00,Fog,3.8,80.2,61.3,30.1,6.8,GA,2022-02-04 09:40:00
1,2022-07-21 20:56:00,Thunderstorm,0.3,91.3,78.8,29.04,12.6,OH,2022-07-21 21:16:00
1,2022-11-01 20:28:00,Fog,7.0,49.1,27.6,29.42,28.8,IL,2022-11-01 21:07:00
1,2022-05-25 00:23:00,Thunderstorm,9.8,53.9,43.7,29.21,9.6,MI,2022-05-25 01:25:00
1,2022-02-17 23:33:00,Clear,9.7,95.2,94.1,30.84,19.3,GA,2022-02-18 00:09:00
4,2022-01-12 11:35:00,Thunderstorm,1.8,70.5,54.3,28.96,9.5,GA,2022-01-12 11:58:00
1,2022-08-17 05:14:00,Thunderstorm,2.0,42.5,95.1,28.55,3.3,GA,2022-08-17 05:31:00
3,2022-09-22 17:06:00,Fog,5.7,76.5,99.3,29.1,18.8,MI,2022-09-22 17:17:00
4,2022-06-28 00:03:00,Haze,6.4,99.4,62.1,30.01,27.5,PA,2022-06-28 00:45:00
2,2022-06-29 19:16:00,Rain,7.4,87.6,43.0,30.09,13.6,TX,2022-06-29 20:10:00
2,2022-06-09 18:23:00,Fog,2.0,82.2,83.3,30.77,18.8,GA,2022-06-09 20:18:00
3,2022-01-29 15:49:00,Fog,9.6,44.6,32.7,30.65,18.3,MI,2022-01-29 17:12:00
3,2022-02-26 00:34:00,Fog,6.5,91.3,40.2,28.86,12.5,CA,2022-02-26 01:32:00
4,2022-07-18 02:51:00,Cloudy,8.5,66.8,82.8,29.37,18.4,NC,2022-07-18 03:27:00
2,2022-11-01 16:24:00,Haze,5.5,92.3,54.7,30.24,7.8,NC,2022-11-01 18:19:00
2,2022-03-05 03:25:00,Cloudy,4.3,53.1,36.1,30.75,11.3,PA,2022-03-05 05:25:00
2,2022-06-18 06:50:00,Cloudy,9.8,34.3,72.1,29.01,13.3,MI,2022-06-18 07:15:00
2,2022-01-10 12:51:00,Fog,5.9,63.3,78.6,29.33,25.9,PA,2022-01-10 14:40:00
2,2022-09-26 14:31:00,Rain,8.7,48.9,30.0,30.7,10.4,PA,2022-09-26 15:17:00
1,2022-12-08 13:54:00,Fog,9.5,80.1,42.2,29.08,19.1,NY,2022-12-08 15:12:00
3,2022-03-12 05:21:00,Clear,6.8,97.0,37.7,29.44,6.4,CA,2022-03-12 06:58:00
1,2022-07-04 16:56:00,Rain,5.6,78.4,50.4,30.71,7.6,CA,2022-07-04 17:41:00
